id_review,title,caption,rating,timestamp,username,userlink,n_review_user,location,n_votes_review,date_of_experience
775940339,Great day out,Fabulous place especially for kids. Always a lot going on. Set in a beautiful place too much to explore. Love coming here,5.0,Oct 2020,Leah,/Profile/warwick9,4,"Warwick, United Kingdom",1, September 2020
775933544,Castle Not Tourist friendly,"We visited Warwick castle in October 2020. While visiting Stow on the Wold, we purchased our tickets to visit the castle from a Tourist Information Office. The person selling the tickets assured us that the email we recieved on our smartphone  should be sufficient for admission to the castle. On reaching the castle, the staff insisted that the email was not enough, they wanted a printed copy of the ticket. We found this a ridiculous situation, It took us half an hour to gain entry to the castle. With an expensive ticket (no concession rates for seniors) there was no guide or map to the castle and grounds. To access the cafe, one has to pass through the dungeons area, which was another awkward moment especially when it was raining. We found the staff very unfriendly and not helpful to tourist. The cafe did not have much choice, the food was not heated on purchase.",1.0,Oct 2020,BLRvisit,/Profile/BLRvisit,137,"Huddersfield, United Kingdom",55, October 2020
775919404,Fantastic family day out!,"What a fantastic family day out!  Great entertainment as well as the enjoyment of touring a beautiful castle and grounds.  Halloween theme at present and a great effort made by all the staff.  Dungeon tour is very well created for maximum scare effect, book early for this!  Fair play they will do a large hot chocolate and split it into two cups for children saving a couple of pounds on two separate drinks.  Spent 5.5hours there and myself, my wife and four daughters had a great day.",5.0,Oct 2020,marcuswright972,/Profile/marcuswright972,3,"Newtown, Powys",0, October 2020
775881461,"Huge disappointment, not worth the money ","My kids are aged 12 and 10 and for the money the entertainment was a huge disappointment. Queues were long, not impressed with measures of social distancing. The day declared a rainy day, but looking at restrictions 38 days of the next 60 days are not permitted to return. Clearly you don’t want us to come back. Money far better spent elsewhere.",1.0,Oct 2020,Philippa G,/Profile/412philippag,26,"Chorleywood, United Kingdom",1, October 2020
775880039,Stunning!!!!,"I’ve stayed away from big attractions since COVID, but my daughter had done a project on castles at school and i wanted to Reward her with a day out.Wow! Just wow!Our day out was fantastic. The staff were so incredibly friendly and helpful, making us feel safe and offered really useful guidance as we went around.The shows were great - but the haunted features (Spooked and the Hollows) were so good. I wished we could have come at night when it would all have been lit up.The Falconers Quest was a stunning show. A great idea that allowed for everyone to enjoy something special whilst keeping a distance. I can’t express how awesome this show was - and that finale!!!! Spectacular!!Warwick Castle seems to have really focussed on making you feel safe whilst still giving amazing value for money.I’ve visited a few times in the last 5 years but this was the most memorable.Amazing work!!",5.0,Oct 2020,Cannygeet,/Profile/Cannygeet,4,"Stafford, United Kingdom",1, October 2020
775796477,Spooky Halloween 🎃 great fun,Visited for Halloween half term and the experience was fantastic. So much to do for children and adults. Actors were ace! Very spooky. Filled the full day. Definitely reccomend.,5.0,Oct 2020,J R,/Profile/411anon,2,"Cheshire, United Kingdom",0, October 2020
775792780,Won't be visiting again,"Very disappointed with our visit today. Considering we paid £78 for 4 Halloween tickets, expecting something spectacular, only to see 4 Halloween characters walking around, a few pumpkins, and if you wanted to visit the dungeon it was an extra £8 each. There was very few places to buy food, which may i add was greatly overpriced. The weather was awful, which I know nothing can be done about, but there was little or nowhere to shelter. I completely understand the covid restrictions etc, but a couple of open sided marquees would have been helpful, to at least get some shelter - obviously monitored for amount of people and adhering to social distancing. I felt there was very little social distancing and very long ques. Then there was the added bonus of a £6  parking charge upon leaving. I'm pretty sure we won't be visiting again",2.0,Oct 2020,Emma C,/Profile/Madem81,2,,2, October 2020
775787088,"Overpriced, tacky, disappointing.","We visited in half term. The whole week was Halloween themed. My children were very scared by a very realistic headless horseman by the queue to get in and it went downhill from there. Couldn't escape Halloween, very little information on what was available to see and do. I hoped we'd learn a bit about the castle and some English history but no real information. We went through the Kingmaker exhibition, which seemed like it could have been good but it was just loud and confused. Falconer's Quest was excellent but otherwise the experience was a waste of time and money. Very disappointing.",2.0,Oct 2020,Savingup4,/Profile/Savingup4,9,All over,4, October 2020
775722770,"Overpriced,  too busy, tacky tourist attraction","After the very long walk from the car park we queued up for ten minutes to get in.  Once inside the grounds we queued for the toilets, people crammed in, no social distancing whatsoever.Then queued for the main hall.  No tour guides inside to tell you anything about the castle. Have to read the information which is no good for children and difficult when there are so many people waiting behind you.The Spooky event was a timed slot.  Our time was 115pm.  We  got there at 1.05 thinking by the time we had queued it would be 1 15.  We were told to come back at 1.15.  At 1.15 we returned to the most enormous, non socially distanced queue stretching back to the portcullis entrance.  Finally got in at 140.  Once inside it was fine for younger children but only a 5 minute attraction.Plenty of tables outside to eat on but only the chippy and coffee stalls open. Lots of other places to get food from were there but they were shut.So for £100 for a family of 5 plus £6 parking which is a total rip off , I would say dont bother, save your money.  Apparently they are limiting numbers, I would hate to go on a normal day.  Far too many people. A fabulous old castle, ruined by the mighty Merlin who've made it into a naff theme park experience.  What a shame.  You even had to pay extra for the dungeons!We left after 3 hours and went to Broadway, a much better way to spend your time and money!Ps we did like the headless horseman though!",2.0,Oct 2020,Yorks171,/Profile/Yorks171,26,"Huddersfield, United Kingdom",20, October 2020
775683013,Excellent day out,"Visited Warwick Castle on the Monday of Halloween half term week.Everything very well organised in these COVID times. Lots of socially spaced seating. Clear one way systems and stewarding was very good. Not all visitors kept the distancing, but that’s not the fault of the staff.Excellent choice of activities. Entertainment on centre stage fantastic, especially the witches, who appeared several times. Zomba great fun! Wizard good too.‘Spooked’ was good, but be prepared to queue for a while, even with time slots.Day was full - arrived at 10.30 and left at 5pm, and didn’t feel bored at any time. Well done Warwick Castle.",5.0,Oct 2020,The Padre,/Profile/ThePadre88,6,,3, October 2020
775680441,Disappointing and Pricey,"I was quite disappointed to be honest, the organisation of activities and lack of simple signage led to confusion and unnecessary queues, partly due I recognise to the Covid problems, however a staff member did recognise that there were issues but beyond that could not really help. I last visited the castle over 30 years ago and my recollection is that I had a much more enjoyable day then than I had this time.One tip if you are visiting, we had some food in the undercroft cafe and for some reason this was remarkably quiet compared to the outside catering units even though the prices were the same and the weather was unpredictable. It may be worth trying there first, as there were sizeable queues at other places and we were able to walk in, order and sit down straight away.",3.0,Oct 2020,Alistair C,/Profile/919alistairc,2,,0, October 2020
775674342,Good day out ,We visited for the Halloween event from Southampton. We had not been to the castle before but found it interesting and fun. We noticed that some people weren’t wearing masks or adhering to social distancing but staff were attempting to keep us safe. I felt it was a bit of a rip off to have to pay for parking on top of the admission price. The highlight was the Falconary show as they had many more birds than we had seen before. It was nice to have a spooky show for the kids to watch and there were additional events for on offer. A smaller castle but lots to see and do,4.0,Oct 2020,Saffydaffy,/Profile/Saffydaffy,236,"Southampton, United Kingdom",66,N/A
775610656,MEDIEVAL EXTRAVAGANZA,"With this historic castle being run by an entertainment group, you’d expect lots of fun and they deliver. The falconry show is spectacular. There’s little shows for the kids and big shows for the parents, all well done by actors who must be thrilled to be working. The climb to one of the towers or the Norman mound is well worth the view. Booking ahead is required in these difficult times. Go early or you will end up parking in a field a 15 minute walk away.",4.0,Oct 2020,Gentleman's Portion,/Profile/673nigeln,573,"Toronto, Canada",135, October 2020
775523948,Haunted Castle Day ticket,"This was a mostly fabulous day out.  It was pretty rainy and cold but that meant on a Saturday it was quietish.  We arrived after 2 as we had lunch in Warwick first and unfortunately as you have to book times for everything we missed out on a couple of events we would have liked to attend and for £27 each it was an expensive ticket.  We loved doing the archery (£5 each extra) and the Falcons Quest was amazing.  We had to stand in the muddy field as, because of Covid, half the benches couldn't be used.  We did notice a lot of disregard for Social distancing but it is not the fault of staff - people need to take responsibility for their own actions and a lot just don't.  I do have a little gripe about the parking - I tried to check which was the closest to the castle and could only find conflicting info mostly recommending St Nicholas.  Well  I was surprised to find the stables carpark right at the entrance  Obviously it was full by the time we got there but if you go early and have mobility issues, this is the closest.  We loved the day out and I would thoroughly recommend it.",4.0,Oct 2020,LIZVEALL,/Profile/LVeall,8,,0, October 2020
775450915,Poor Social Distancing and Covid-19 Safety,"We’ve been visiting Warwick Castle for Halloween for the past three years so despite Covid-19 we still had high hopes and confidence in the safety measures taken — especially from the information we had seen prior to visiting. Unfortunately upon arriving at the event we immediately felt uncomfortable and were shocked at the lack of procedures and safety measures taken. The queues were very long (even before entering) and there was zero social distancing and the majority of visitors were not wearing masks. The queues at the food stalls were all over the place with people gathering - again, with no masks. We even walked past members of staff trying to decided how to deal with this and whether to have barriers on the night. I’d have expected safety measures to have been thought out thoroughly beforehand. The benches in the centre were also fairly packed together. The man behind the halloumi fries bar was not even wearing a mask when making and serving the food. I am very disappointed and didn’t feel I could enjoy the experience as I felt I had made a poor decision and put myself and my partner at risk. It would have been better if social distancing was enforced in queues and if masks were made mandatory when queuing, also. I do think more work needs to be done to ensure they’re helping prevent the spread of Covid-19.",2.0,Oct 2020,Charlotte,/Profile/charlotte_8996,1,,0, October 2020
775334893,Amazing!!,"What a brilliant day out!! Social distancing was laid out great, everyone spread out, no overcrowding, very clean and hand sanitiser everywhere. Had lots to see and do and the views from the top of the castle are so beautiful.  Don’t miss the bird of prey show as it is epic!! The main man doing the show was so entertaining and can tell all the guys have a genuine care of the birds. Had the best day and was so relaxed. All the staff were friendly and don’t rush you. Will be back. Thank you Warwick castle!!",5.0,Oct 2020,Littlemiss88,/Profile/Littlemiss88,92,"Dudley, United Kingdom",16, October 2020
775314940,The Falconers Quest was amazing ,"Just back from a two day visit to Warwick Castle staying over in a Knights Lodge. We had a really fantastic time. Our original plan was to spend one day at the Castle and another in Stratford but we filled both days and had so much fun. The highlights were the Falconers Quest which we watched twice as it was amazing and the Warwick Dungeons which you had to pay more for but scared me out of my wits!!! Everything was COVID secure, tour guides were very knowledgeable and lots to do. Would definitely recommend. Take your time, explore everything, take a picnic and get to the bird display half an hour early to get a seat on the benches - and make sure you duck!!",5.0,Oct 2020,Sam T,/Profile/877samt,31,"Leicester, United Kingdom",17, October 2020
775311844,Worth seeing but staff need updating with COVID,Had great day looking around the castle and worth the trip. Bird show was very good and worth seeing on your trip too. BUT staff need to be brought up to speed regarding COVID?? On entry they check your temperature then they have guy checking your bags which is fine as he is wearing rubber gloves. BUT he wear the same pair and don’t change them or hand sanitiser his hands in between bags from different parties/ families. So spreading from one bag to the other!!!!,3.0,Oct 2020,Stuart V,/Profile/744stuartv,17,"Norwich, United Kingdom",18, October 2020
775234345,A huge castle,Its a huge castle and is well looked after. But seems hard to justify the very highly priced tickets. Limited activities possibly due to current covid restrictions but still a good place to visit none the less. Maybe could monitor the number of people walking through the castle rooms at one time as it was very crowded which made it harder to remain distanced especially in the smaller rooms.,3.0,Oct 2020,Gwhizz,/Profile/Alwaysonit,42,United Kingdom,8, October 2020
775006685,"Save your money. Beautiful castle ruined by tacky displays, muzak & bad food",Dismaland!  This incredibly beautiful castle tackified with hideous muzak and sound effects. Even the staff were complaining about having to suffer it day in and day out.  For £52 for two people we felt completely fleeced.  We walked miles from the car park to the castle and walked through the gift store filled with plastic tack.  The muzak shouted out in the entrance through crackly speakers.  The 'themed' maze fortunately had thin dead hedges which allowed us to escape the doorman's Disney voiceovers as quickly as possible. We entered the courtyard to hear the fake knights shouting in fake knight tones and more muzak rang from the house.  The house was filled with waxwork sets of people who lived/stayed in the house with crass explanations of the context (albeit this was not nearly as offensive as the muzak).  By this time we were hungry and went down to the basement to be greeted by a stench of fried food with only deep fried 'brown food' such as sausage roles available.  It made Greggs look like the Savoy. The pretty peacock garden was a great escape and this had a pretty team room ... with one plate of dried sandwiches and packaged cream teas available.  All the other concessions were closed.  It makes you ashamed to be British that this is what foreign visitors are offered.  There was a kitsch birds of prey display with more amateurish sound effects and music.  We felt so sorry for the poor birds being forced to perform circus tricks to a handful of miserable looking tourists - to the extent that we felt like coming back with banners saying 'free the birds'!  We really regretted going and wasting our money.  We wished we have simply walked down by the Avon and seen the beautiful castle in its splendour without the embarrassingly shoddy display.,1.0,Oct 2020,Manda B,/Profile/amandasF4232YA,20,"London, United Kingdom",11, October 2020
774999115,Pleasant surprise,"The first time I’ve been to Warwick castle in around 25 years and it didn’t disappoint. The horrible history maize kept my eldest entertained and the magnificent falconers quest display kept the whole family entertained. The skill of the falconers and the beauty of the birds was simply a highlight of the day.We spent the full day there and time flew by, so much to do and in these current times very Covid friendly.",5.0,Oct 2020,Matt M,/Profile/MattM2900,8,,2, October 2020
774917534,Lovely day out ,"I visited today with my son and have been once before I’ll do the parts I didn’t enjoy as much first but this was just my opinion.....none of the food outlets were open and there wasn’t that much to do as we were there from 11.30 and left by 3pm but that was our choice,I suppose there was lovely walks that could have been enjoyed again and again but we didn’t,the dungeons also were £10 per person,when I have visited lots including London and Amsterdam for the 4 rooms here it seems very steep!So....we did all the climbing of the towers,views are amazing and you will get to enjoy these as your trying to get the feeling back in your legs by the time your at the top 😂All the bits to do inside the main hall and knights area were very COVID secure and this could be seen!The grounds have a lovely walk around and shops have plenty of choiceWhat made my absolute day is the falconers quest show,I’ve never seen this before as I didn’t watch it last time,it was amazing!!!!!35 minutes of immersive pleasure where I ended up screaming twice 🙈 the whole thing was enjoyable to watch,my 6 year old was as engaged as me and we are still talking about it this evening ,even if the rest of the grounds is not for you the castle is worth a visit just for this!!!",4.0,Oct 2020,KluEscape,/Profile/kluescape,33,"Leicestershire, United Kingdom",3,N/A
774860438,One of the Best Castles and Grounds ,"I've not been able to come here for what seems like many a year. The customer service here is brillant and the performs all of a high standard that make you feel like you have gone back in time. They really play to their roles so we'll and very believable. Seen changes made sense we last came. I could see that alot of money has been invested in this great place well worth a visit for all the family. I do feel that  smaller children would be scared or find the dungeons scary and the dungeon experience is aimed at over Tens so just keep that in mind if your planning a family trip, but there's plenty to see and do and in lovely grounds worth going when it's a nice day so you get the full views from the Towers and the Grounds which are so well kept. The birds of display is a must and just adds even more to what already is a wonderful day out.",5.0,Oct 2020,Clayton,/Profile/ccuk2020,38,"Belper, United Kingdom",28, October 2020
774424825,Brilliant birthday day out,"Having never been to Warwick or the castle and to have a change of scenery from the same four walls at home we booked a trip to Warwick for my fiancé's birthday. The castle being top of our list of things to do and it didn't disappoint.Surrounded by beautiful scenery, a maze and lots to read about for history buffs. The falconry show was a highlight - the birds are beautiful. Staff very welcoming and knowledgeable - the bowman on the green was worth a chat with.£20 per person (booked online beforehand) is good value for money and food/drink a little on the expensive side but expected at such a venue.Would definitely recommend and come back again.",5.0,Oct 2020,Fran H,/Profile/francesh8,62,"Abbots Langley, United Kingdom",16,N/A
774186741,Awesome place to visit,"Beautiful ceilings and decor inside, impressive Great Hall fabulous views from the battlements well worth the visit",5.0,Oct 2020,Lesley,/Profile/princess_nanny26,5,,1, October 2020
773975693,Lovely afternoon ,Had a lovely afternoon here.  The castle is amazing and great look around the inside.  Lots of information and lots of history.  The grounds are stunning and lots to see and do.  Well worth the trip!,5.0,Oct 2020,DeziGirl,/Profile/TherealDeziGirl01,49,"Manchester, United Kingdom",17, October 2020
773947317,safe and fantastic day,amazing bird show we were so impressed.  Birds look like they love it with amazing breeds to see. Staff were all friendly.  Site immaculate.  We felt safe the whole day. It was our first  visit and were already planning a return visit with other family members.  Well done all here. We were so impressed.  We can't wait to return.  Thank you for such a fantastic day.,5.0,Oct 2020,Sharon D,/Profile/sharondP432BK,36,Yateley,4, October 2020
773919650,Warwick Castle,"Had a great day here. Lots to see and do. The Falconry demonstration is a must see. Beautiful castle with actors in costumes. Great place for children and adults alike.The dungeons are also a must! It is dark in there but the actors are brilliant. It's funny, informative and scary. (You do need to pay extra though for this) Lots of pretty grounds to see and a horrible histories maze.A good day out",5.0,Oct 2020,fetanolives,/Profile/fetanolives,54,,3, October 2020
773830798,"yes on castle and birds, NO on dungeons","I rarely leave reviews, but I didn't want someone else to have the same experience we did.  What I would really love to do is give a five star rating to the castle, and a huge five star rating to the Falconer's Quest birds of prey show - that was awesome.  The reason the rating is only three stars is that we paid the extra money for the dungeon experience which I thought was well reviewed and were extremely disappointed - the actors did fine, but the script was so crude it almost ruined the day out for me, and I was so disappointed I had subjected my kids (16 and 14 years old) and my husband to it.  I highly recommend Warwick castle, but would skip the dungeons experience even if it were free.  Have fun!",3.0,Oct 2020,459Lisa,/Profile/459Lisa,4,"Albuquerque, New Mexico",2, October 2020
773798169,Warwick Siege,"Overall, this was a great visit. The castle is beautiful and there are plenty of things to both see and do without paying for the supplementary activities such as archery.  Nevertheless, you do spend a significant amount of time outside and as such, need to carefully consider what you are wearing.In terms of costs, the car parking at £6 is reasonable. What is more difficult to accept is the children's lunch package - essentially a Tesco £3 meal deal for £7 and without the choice.With regard to the booking process, this is woeful. Warwick Castle currently has a £14 parent and toddler deal. Which represents great value. The ticketing option then allows you to add an additional toddler for £6 or an under 3 year old for nothing.  However, it says nothing about adding an extra adult. Going to the checkout shows that you have a 'Parent and Toddler ' ticket plus a 'free adult ticket'. Great I thought, two adults and a toddler for £14. Believing this to be too good to be true, I checked the FAQs  - nothing to be seen. If I attempted to call, then I would be charged 13p a minute for the privilege, so didn't bother with this.  So on arrival, I was told that the 'parent and toddler' ticket was for the toddler only and the free adult ticket was for the adult. Moreover, I ""should have realised that from the barcode being for one person."" We then had an embarrassing stand-off, where I pointed out that if you describe something as a parent and toddler ticket, then another thing as a free adult ticket, the assumption would be that this would allow 2 adults to enter the castle. Nope, this was all my fault and I needed to pay an additional £26 for the misleading website. In the end, the matter was resolved by a really helpful member of staff who was surprised by the poor level of information on the website.All in all, a great day, which represented good value overall, but was let down by a really poor website which lacked clarity and the high cost of food and beverages.",4.0,Oct 2020,Alex P,/Profile/604AlexP,51,"Rugby, United Kingdom",44, October 2020
773447047,Autumn ,"We spent a very enjoyable day today.  There are lots of Covid measures, probably helped by the fact it was not overly busy today so no crowds anywhere.  The falconry show was our highlight, so much so we watched it twice.  There was limited refreshment outlets open but more than adequate for the amount of people around. The grounds are beautiful with some majestic trees. There did appear to be limited activities but that did not detract for us being a couple with no children.",4.0,Oct 2020,Alison H,/Profile/AlisonH229,158,"Ballachulish, United Kingdom",26, October 2020
773407509,"Loved the maze, great fun",The wild bird show was excellent and at no extra charge.Food and drink was very expensive. Some of it was closed due to storm damage. It was very expensive to enter but it took a few hours to explore fully.,4.0,Oct 2020,Gaylene D,/Profile/gaylened2015,4,,0, October 2020
773403067,Warwick castle  day out,Had a lovely day out at Warwick castle  bird show was brilliant  The only thing that disappointed me was I really was looking forward to going down the dungeons  but you had to book online and not on the day I didn't know this because trip advisor didn't give me the option  so that spoilt my day,4.0,Oct 2020,Mandy,/Profile/Mandy1407,27,"Nottingham, United Kingdom",8, September 2020
773371359,Excellent day out,"Fantastic day out covid friendly , the castle and falconry display was amazing only spoilt by the weather",5.0,Oct 2020,joiner_13,/Profile/joiner_13,38,"Sheffield, United Kingdom",10, September 2020
773359674,Great day out,"Thoroughly enjoyed our day here.  The falconry display was excellent, as was the archery. We also had afternoon tea - absolutely delicious.  We couldn't finish it so had the leftovers in a box to take home.  It is a shame that some of it was closed due to storm damage but we walked all round and that included going up the towers.Allow plenty of time to enjoy everything and be aware that there is a lot of walking - it is a tiring day.The castle is quite something inside and the chandeliers are amazing.  Also have a good look at the carving out of a single piece of oak, quite stunning",4.0,Oct 2020,karen t,/Profile/493karent,80,"Taunton, United Kingdom",33, October 2020
773027217,Warwick Castle & Dungeons,"Had an excellent day at Warwick Castle despite the weather. The rainy day guarantee should cover it though and we will definitely go back if we can.It was a great meal at the conservatory. All the staff were really great and friendly. In particular, Tom in the gift shop next to the cafe was brilliant, he told us all about the swords and he had an incredible knowledge of history. He was able to answer our questions and it was great to see the genuine love for history that he had.It is a really great attraction for the price. The dungeons were very entertaining and get people involved with history. All the COVID measures seemed up to standard.All in all a great day out.",5.0,Oct 2020,Ethan S,/Profile/ethans30,8,,2, October 2020
